"id","nome","escopo","entregaveis","atividades","faturavel","contrato_id"
155,"Definição de arquitetura de IA  (item 13)","<p>Por arquitetura&nbsp;</p>","<p>Documento de arquitetura; Relat&oacute;rio de atividades&nbsp;</p>","<p>Planejamento, defini&ccedil;&atilde;o de requisitos, estabelecimento e detalhamento da arquitetura&nbsp;</p>",True,4
158,"Desenvolvimento de IA para Visão computacional - processamento de vídeos e imagens (item 16)","<p>Por aplica&ccedil;&atilde;o</p>","<p>API de infer&ecirc;ncia funcional; Relat&oacute;rio de atividades</p>","<p>Planejamento, defini&ccedil;&atilde;o e implementa&ccedil;&atilde;o da vis&atilde;o computacional&nbsp;</p>",True,4
74,"[Codificação] Implementação de nova Funcionalidade do tipo Dashboard (backend e frontend) (Item 16)","<p>Por gr&aacute;fico ou outro elemento visual de representa&ccedil;&atilde;o de dados.</p>","<p>1. Novo Dashboard completo (backend e frontend) com gr&aacute;fico(s) implementado(s) ou novo(s) gr&aacute;fico(s) implementado(s) em dashboard existente;<br />2. C&oacute;digos fonte dos artefatos implementados armazenados e versionados no reposit&oacute;rio de c&oacute;digos fonte;<br />3. Commits, capturas de tela e demais evid&ecirc;ncias dos artefatos entregues.</p>","<p>1. Defini&ccedil;&atilde;o de indicadores e dados a serem exibidos com o PO ou usu&aacute;rio final;&nbsp;<br />2. Desenvolvimento completo de gr&aacute;fico em Dashboard contendo as a&ccedil;&otilde;es previstas para o atendimento dos requisitos de neg&oacute;cio envolvendo consolida&ccedil;&otilde;es e exibi&ccedil;&otilde;es gr&aacute;ficas de dados.<br />3. Testes do pr&oacute;prio desenvolvedor com a finalidade de garantir a qualidade dos artefatos entregues.</p>
<p>Aten&ccedil;&atilde;o:<br />(i) Este item contempla o desenvolvimento de componentes de backend (camadas de acesso a dados), bem como o desenvolvimento do frontend - telas e gr&aacute;ficos.&nbsp;<br />(ii) As reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades de desenvolvimento - incluindo reuni&otilde;es de d&uacute;vidas sobre requisitos com Analistas ou d&uacute;vidas t&eacute;cnicas com outros desenvolvedores - est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
112,"[Codificação] Manutenções em Sistemas Existentes (corretivas, evolutivas, adaptativas ou perfectivas) (Item 21j)","<p>Por hora de an&aacute;lise explorat&oacute;ria de problemas em sistemas existentes.</p>","<p>1. Relat&oacute;rio com o diagn&oacute;stico obtido como resultado da an&aacute;lise;<br />2. Encaminhamentos ou medidas necess&aacute;rias para a solu&ccedil;&atilde;o do problema.</p>","<p>1. Identifica&ccedil;&atilde;o de erros em aplica&ccedil;&otilde;es (troubleshooting):&nbsp;<br />2. An&aacute;lise, testes e debug para identificar as causas do problema / defeito.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es necess&aacute;rias para a investiga&ccedil;&atilde;o do problema est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
120,"Ambiente Crítico/Complexo de Big Data -  Configurar/Gerenciar Segurança (Item 5)","<p>Por ocorr&ecirc;ncia de Inclus&atilde;o de usu&aacute;rios em grupo de permiss&atilde;o e/ou concess&atilde;o de privil&eacute;gios;</p>","<p>Relat&oacute;rio das atividades realizadas;</p>","<p>Criar grupos e usu&aacute;rios que garantam a seguran&ccedil;a em ambientes Cr&iacute;ticos/Complexos de Big Data.</p>",True,3
122,"Ambiente Crítico/Complexo de Big Data -  Implantar serviço / componente (Item 7)","<p>A cada instala&ccedil;&atilde;o e configura&ccedil;&atilde;o de servi&ccedil;o;</p>","<p>Relat&oacute;rio das atividades realizadas;</p>
<p>Servi&ccedil;os ativos e operacionais</p>","<p>Instalar e configurar softwares e rotinas em ambientes Cr&iacute;ticos/Complexos de Big Data.</p>",True,3
126,"Ambiente Crítico/Complexo de Big Data -  Reuniões de Requisitos, Mapeamento de  Processos, Estratégia Técnica ou outros  assuntos relacionados a solução de Big Data. (Item 11)","<p>Por Reuni&atilde;o</p>","<p>Ata de reuni&atilde;o</p>","<p>Participa&ccedil;&atilde;o em reuni&otilde;es de Requisitos, Mapeamento de Processos, Estrat&eacute;gia T&eacute;cnica ou outros assuntos relacionados a solu&ccedil;&atilde;o de Big Data em ambientes Cr&iacute;ticos/Complexos.</p>",True,3
127,"Ambiente Crítico/Complexo de Big Data -  Desenvolvimento/Participação em  projetos/soluções avançadas. (Item 12)","<p>Por Sprint</p>","<p>Relat&oacute;rio das atividades realizadas;</p>
<p>Hist&oacute;rias de Usu&aacute;rio;</p>
<p>Documenta&ccedil;&atilde;o T&eacute;cnica;</p>
<p>Parecer;</p>","<p>Desenvolvimento/Participa&ccedil;&atilde;o em projetos/solu&ccedil;&otilde;es avan&ccedil;adas que envolvam ambientes Cr&iacute;ticos/Complexos de Big Data.</p>",True,3
128,"Ambiente Crítico/Complexo de Big Data -  Emissão de parecer/relatório técnico  especializado sobre componentes do  ecossistema. (Item 13)","<p>Por Solicita&ccedil;&atilde;o</p>","<p>Parecer T&eacute;cnico Especializado</p>","<p>Elabora&ccedil;&atilde;o e emiss&atilde;o de parecerou relat&oacute;rio t&eacute;cnico especializado sobre utiliza&ccedil;&atilde;o, funcionamento, sizing e/ou integra&ccedil;&atilde;o de componentes (novos ou j&aacute; em uso) do ecossitema de Big Data, pode ser precedido de prospec&ccedil;&atilde;o ou n&atilde;o.</p>",True,3
131,"[Análise e Projeto] Elaboração do Projeto da Solução de TI (Item 50a)","<p>Com Dura&ccedil;&atilde;o at&eacute; 3 meses</p>","<p>Planejamento do projeto, composto de atividades com estimativas e marcos, Estrutura Anal&iacute;tica do Projeto (EAP).</p>","<p>&nbsp;- Elabora&ccedil;&atilde;o da estrutura organizacional do projeto (EAP)<br />&nbsp;- Elabora&ccedil;&atilde;o do cronograma detalhado com as atividades do projeto<br />&nbsp;- Determinar os recursos necess&aacute;rios (equipe, or&ccedil;amento, equipamentos etc.)<br />&nbsp;- Identificar os riscos e desenvolver um plano de gerenciamento de riscos<br />&nbsp;- Documento de Mudan&ccedil;a de Escopo</p>",True,2
134,"[Análise e Projeto] Elaboração do Projeto da Solução de TI (Item 50b)","<p>Com Dura&ccedil;&atilde;o at&eacute; 6 meses</p>","<p>Planejamento do projeto, composto de atividades com estimativas e marcos, Estrutura Anal&iacute;tica do Projeto (EAP).</p>","<p>&nbsp;- Elabora&ccedil;&atilde;o da estrutura organizacional do projeto (EAP)<br />&nbsp;- Elabora&ccedil;&atilde;o do cronograma detalhado com as atividades do projeto<br />&nbsp;- Determinar os recursos necess&aacute;rios (equipe, or&ccedil;amento, equipamentos etc.)<br />&nbsp;- Identificar os riscos e desenvolver um plano de gerenciamento de riscos<br />&nbsp;- Documento de Mudan&ccedil;a de Escopo</p>",True,2
135,"[Análise e Projeto] Elaboração do Projeto da Solução de TI (Item 50c)","<p>Com Dura&ccedil;&atilde;o acima 6 meses</p>","<p>Planejamento do projeto, composto de atividades com estimativas e marcos, Estrutura Anal&iacute;tica do Projeto (EAP).</p>","<p>&nbsp;- Elabora&ccedil;&atilde;o da estrutura organizacional do projeto (EAP)<br />&nbsp;- Elabora&ccedil;&atilde;o do cronograma detalhado com as atividades do projeto<br />&nbsp;- Determinar os recursos necess&aacute;rios (equipe, or&ccedil;amento, equipamentos etc.)<br />&nbsp;- Identificar os riscos e desenvolver um plano de gerenciamento de riscos<br />&nbsp;- Documento de Mudan&ccedil;a de Escopo</p>",True,2
156,"Adaptação de modelos de IA (item 14)","<p>Por modelo</p>","<p>Relat&oacute;rio de atividades&nbsp;</p>","<p>Defini&ccedil;&atilde;o e realiza&ccedil;&atilde;o da adapta&ccedil;&atilde;o do modelo&nbsp;</p>",True,4
157,"Monitoramento de IA  (item 15)","<p>Por hora&nbsp;</p>","<p>Relat&oacute;rio de atividades&nbsp;</p>","<p>Planejamento, realiza&ccedil;&atilde;o e registro do monitoramento e das ocorr&ecirc;ncias&nbsp;</p>",True,4
101,"[Codificação] Implementação de nova Funcionalidade do tipo Relatório (backend e template) (Item 14)","<p>Por relat&oacute;rio, contemplando at&eacute; 05 formatos (PDF, CSV, TXT, HTML, JSON ou outro similar).</p>","<p>1. Novo Relat&oacute;rio completo (backend e template visual) implementado, com filtros, colunas e exporta&ccedil;&otilde;es dispon&iacute;veis;<br />2. C&oacute;digos fonte dos artefatos implementados armazenados e versionados no reposit&oacute;rio de c&oacute;digos fonte;<br />3. Commits, capturas de tela e demais evid&ecirc;ncias dos artefatos entregues;<br />4. Relat&oacute;rio gerado ap&oacute;s sua execu&ccedil;&atilde;o (se solicitado).</p>","<p>1. Desenvolvimento completo de novo Relat&oacute;rio contendo as a&ccedil;&otilde;es previstas para o atendimento dos requisitos de neg&oacute;cio envolvendo pesquisas, filtros, impress&atilde;o e/ou exporta&ccedil;&atilde;o de dados;<br />2. Testes do pr&oacute;prio desenvolvedor com a finalidade de garantir a qualidade dos artefatos entregues.</p>
<p>Aten&ccedil;&atilde;o:<br />(i) Este item contempla o desenvolvimento de componentes de backend (camadas de acesso a dados), templates visuais dos Relat&oacute;rios, bem como o desenvolvimento do frontend - interfaces e seus comportamentos -, caso necess&aacute;rio. Pode incluir a execu&ccedil;&atilde;o do relat&oacute;rio, caso seja parte da demanda. &nbsp;<br />(ii) As reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades de desenvolvimento - incluindo reuni&otilde;es de d&uacute;vidas sobre requisitos com Analistas ou d&uacute;vidas t&eacute;cnicas com outros desenvolvedores - est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
139,"[Análise e Projeto] Gerenciamento de Projeto de Solução de TI (Item 52)","<p>Por gerenciamento de, no m&iacute;nimo, 120 minutos.</p>","<p>Relat&oacute;rios de acompanhamento do &nbsp;projeto, bem como as altera&ccedil;&otilde;es que se &nbsp;fizerem necess&aacute;rias no planejamento inicial.</p>","<p>Acompanhamento da execu&ccedil;&atilde;o do projeto a partir do que foi planejado, comunica&ccedil;&atilde;o das informa&ccedil;&otilde;es importantes &nbsp;a todos os envolvidos, identifica&ccedil;&atilde;o e tratamento das necessidades de mudan&ccedil;a e replanejamento do projeto quando necess&aacute;rio.</p>",True,2
141,"[Suporte e Desenvolvimento] Participação em Reuniões (Item 54)","<p>Por Reuni&atilde;o de, no m&iacute;nimo, 120 minutos.</p>","<p>Atas de Reuni&atilde;o ou registro descrevendo a reuni&atilde;o com evid&ecirc;ncias da participa&ccedil;&atilde;o.</p>","<p>Participa&ccedil;&atilde;o em Reuni&otilde;es n&atilde;o contempladas na execu&ccedil;&atilde;o das atividades previstas neste Cat&aacute;logo.</p>",True,2
140,"[Suporte e Desenvolvimento] Operação assistida de apoio às Soluções de TI (Item 53)","<p>Por opera&ccedil;&atilde;o em apoio/assist&ecirc;ncia, no m&iacute;nimo, 120 minutos</p>","<p>Registros de atendimentos de demandas por parte da &aacute;rea solicitante e quaisquer evid&ecirc;ncias de atendimento da demanda.</p>","<p>Apoio &agrave;s diversas &aacute;reas no tocante &agrave; utiliza&ccedil;&atilde;o de Solu&ccedil;&otilde;es de TI, d&uacute;vidas t&eacute;cnicas; execu&ccedil;&otilde;es de atividades de apoio relacionadas &agrave; Tecnologia da Informa&ccedil;&atilde;o.</p>",True,2
142,"[Homologação] Demanda em Homologação (item 99)","<p>Rela&ccedil;&atilde;o de todas as tarefas relacionadas a alguma demanda em Homologa&ccedil;&atilde;o.</p>","<p>Rela&ccedil;&atilde;o de todas as tarefas relacionadas a alguma demanda em Homologa&ccedil;&atilde;o.</p>","<p>Tarefa para sinalizar todas as tarefas relacionadas a alguma demanda em Homologa&ccedil;&atilde;o. A partir dessa tarefa, &eacute; gerada a garantia de tarefas que j&aacute; foram faturadas.</p>",False,2
147,"Coleta e Preparação de Dados (item 5)","<p>Por rotina de ETL</p>","<p>Processo ETL criado; Relat&oacute;rio das atividades realizadas;&nbsp;</p>","<p>Planejamento, an&aacute;lise e implementa&ccedil;&atilde;o de rotina de ETL.&nbsp;</p>",True,4
146,"Avaliação e Seleção de modelos de IA  (item 4)","<p>Por modelo</p>","<p>Demonstra&ccedil;&atilde;o da avalia&ccedil;&atilde;o e sele&ccedil;&atilde;o; <br />Relat&oacute;rio das atividades realizadas;</p>","<p>Avalia&ccedil;&atilde;o e sele&ccedil;&atilde;o de modelos de IA a serem utilizados</p>",True,4
148,"Exploração e análise de dados (item 6)","<p>Por an&aacute;lise de dados</p>","<p>Documenta&ccedil;&atilde;o relativa aos dados / Vari&aacute;veis dispon&iacute;veis / Qualidade dos dados / Estrat&eacute;gias de tratamento/ Perfil dos dados; Relat&oacute;rio das atividades realizadas;&nbsp;</p>","<p>An&aacute;lise, testes estrat&eacute;gicos para defini&ccedil;&atilde;o de estrat&eacute;gia, gera&ccedil;&atilde;o de Perfil dos dados&nbsp;</p>",True,4
149,"Reunião (item 7)","<p>Por Evento</p>","<p>Ata e evid&ecirc;ncia de reuni&atilde;o</p>","<p>Planejamento, prepara&ccedil;&atilde;o, discuss&atilde;o, estabelecimento das decis&otilde;es e defini&ccedil;&atilde;o dos encaminhamento.&nbsp;</p>",True,4
145,"Desenvolvimento de modelos de IA (item 3)","<p>Por modelo</p>","<p>C&oacute;digo fonte; Relat&oacute;rio das atividades realizadas;</p>","<p>Desenvolvimento de modelo de IA a ser utilizado&nbsp;</p>",True,4
143,"Otimização/Fine-Tunning de aplicações de IA (item 1)","<p>Por funcionalidade&nbsp;</p>","<p>Relat&oacute;rio das atividades realizadas</p>","<p>An&aacute;lise e implementa&ccedil;&atilde;o da otimiza&ccedil;&atilde;o&nbsp;</p>",True,4
144,"Treinamentoe repasse de conhecimento  (item 2)","<p><strong>Por hora</strong></p>","<p>Material de treinamento&nbsp;</p>","<p>Prepara&ccedil;&atilde;o e realiza&ccedil;&atilde;o do treinamento</p>",True,4
150,"Realizar estudo e prospecção de novas soluções de IA (item 8)","<p>Por hora de estudo</p>","<p>Documenta&ccedil;&atilde;o dos testes realizados e apresenta&ccedil;&atilde;o de resultados; Relat&oacute;rio das atividades realizadas&nbsp;</p>","<p>Testes diversos, de acordo com a demanda, e avalia&ccedil;&atilde;o das funcionalidades.&nbsp;</p>",True,4
151,"Serviço de Apoio e Consultoria em IA (item 9)","<p>Por hora de apoio</p>","<p>Relat&oacute;rio das atividades realizadas&nbsp;</p>","<p>Planejamento, prepara&ccedil;&atilde;o e realiza&ccedil;&atilde;o do apoio e consultoria em IA&nbsp;</p>",True,4
152,"Documentação customizada de solução de IA  (item 10)","<p>Por documenta&ccedil;&atilde;o</p>","<p>Documenta&ccedil;&atilde;o espec&iacute;fica / customizada da Solu&ccedil;&atilde;o de IA&nbsp;</p>","<p>Elabora&ccedil;&atilde;o de documenta&ccedil;&otilde;es espec&iacute;ficas / customizadas relacionadas com processo, modelos, servi&ccedil;os ou solu&ccedil;&otilde;es de IA</p>",True,4
137,"[Análise e Projeto] Encerramento do Projeto da Solução de TI (Item 51b)","<p>Com Dura&ccedil;&atilde;o at&eacute; 6 meses</p>","<p>1. Relat&oacute;rio final da iniciativa, contendo o cumprimento do cronograma, marcos alcan&ccedil;ados, desvios ocorridos e justificativas;<br />2.Backlog final da solu&ccedil;&atilde;o, com registro das entregas conclu&iacute;das, pend&ecirc;ncias remanescentes e eventuais d&eacute;bitos t&eacute;cnicos;<br />3.Relat&oacute;rio de riscos, com avalia&ccedil;&atilde;o dos riscos ocorridos, efic&aacute;cia dos planos de resposta e li&ccedil;&otilde;es aprendidas;<br />4.Relat&oacute;rio de comunica&ccedil;&atilde;o final, apresentando a consolida&ccedil;&atilde;o dos artefatos de reporte, principais interlocu&ccedil;&otilde;es e resultados de alinhamento;<br />5.Matriz atualizada de stakeholders, com registro do grau de satisfa&ccedil;&atilde;o, percep&ccedil;&otilde;es e feedbacks coletados;<br />6.Relat&oacute;rio de desempenho da equipe, destacando a execu&ccedil;&atilde;o das responsabilidades, entregas realizadas e recomenda&ccedil;&otilde;es para futuros projetos;<br />7.Registro consolidado de impedimentos, com descri&ccedil;&atilde;o dos incidentes resolvidos, pend&ecirc;ncias em aberto e respectivas tratativas;<br />8.Ata da reuni&atilde;o de encerramento, formalizando o aceite final do escopo entregue, li&ccedil;&otilde;es aprendidas e pr&oacute;ximos passos (se aplic&aacute;vel).</p>","<p>1. Conduzir reuni&otilde;es de encerramento e apresenta&ccedil;&atilde;o de resultados, promovendo o alinhamento final entre equipe t&eacute;cnica e representantes de neg&oacute;cio quanto &agrave;s entregas realizadas, li&ccedil;&otilde;es aprendidas e pr&oacute;ximos passos;<br />2. Consolidar e revisar o cronograma ou roadmap t&eacute;cnico final, registrando marcos conclu&iacute;dos, desvios ocorridos, entregas pendentes e justificativas documentadas;<br />3. Atualizar o backlog da solu&ccedil;&atilde;o, destacando funcionalidades conclu&iacute;das, d&eacute;bitos t&eacute;cnicos, itens remanescentes e recomenda&ccedil;&otilde;es para continuidade ou manuten&ccedil;&atilde;o;<br />4. Registrar a conclus&atilde;o dos ciclos de entrega (sprints, releases, marcos), apresentando a avalia&ccedil;&atilde;o de performance da equipe e a ader&ecirc;ncia &agrave;s metas e prazos estabelecidos;<br />6. Consolidar o plano de comunica&ccedil;&atilde;o final, reunindo relat&oacute;rios, atas, evid&ecirc;ncias de entregas e demais artefatos produzidos durante a execu&ccedil;&atilde;o;<br />7. Atualizar o mapeamento de stakeholders, incluindo feedbacks, percep&ccedil;&otilde;es de valor e grau de satisfa&ccedil;&atilde;o com os resultados obtidos;<br />8. Organizar e arquivar todos os artefatos e registros do projeto, garantindo rastreabilidade, conformidade e disponibilidade para auditoria;<br />9. Elaborar o relat&oacute;rio final do projeto, contendo a s&iacute;ntese das entregas, resultados alcan&ccedil;ados, indicadores de desempenho e recomenda&ccedil;&otilde;es para melhorias futuras;<br />10. Formalizar o aceite final das entregas, assegurando que todos os envolvidos compreendam o escopo efetivamente entregue, os crit&eacute;rios de aceite e o encerramento formal da iniciativa.</p>
<p>Aten&ccedil;&atilde;o.: As reuni&otilde;es de encerramento, apresenta&ccedil;&otilde;es de resultados, revis&otilde;es de backlog, reuni&otilde;es de valida&ccedil;&atilde;o de li&ccedil;&otilde;es aprendidas ou quaisquer outras necess&aacute;rias para a execu&ccedil;&atilde;o das atividades descritas acima est&atilde;o inclu&iacute;das nos esfor&ccedil;os estimados para este servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
159,"Desenvolvimento de IA para processamento de linguagem natural (item 17)","<p>Por aplica&ccedil;&atilde;o&nbsp;</p>","<p>API de infer&ecirc;ncia funcional; Relat&oacute;rio de atividades</p>","<p>Planejamento, defini&ccedil;&atilde;o e implementa&ccedil;&atilde;o do processamento de linguagem natural</p>",True,4
160,"Desenvolvimento de IA conversacional (item 18)","<p>Por aplica&ccedil;&atilde;o&nbsp;</p>","<p>Assistente de resposta funcional; Relat&oacute;rio de atividades&nbsp;</p>","<p>Planejamento, defini&ccedil;&atilde;o e implementa&ccedil;&atilde;o da IA conversacional&nbsp;</p>",True,4
161,"Desenvolvimento de frontend para aplicações de IA (item 19)","<p>Por funcionalidade</p>","<p>Codigo fonte; Relat&oacute;rio de atividades&nbsp;</p>","<p>Planejamento, defini&ccedil;&atilde;o e implementa&ccedil;&atilde;o&nbsp;</p>",True,4
162,"Desenvolvimento e backend para aplicações de IA (item 20)","<p>Por funcionalidade</p>","<p>Codigo fonte; Relat&oacute;rio de atividades&nbsp;</p>","<p>Planejamento, defini&ccedil;&atilde;o e implementa&ccedil;&atilde;o&nbsp;</p>",True,4
163,"Detalhamento do problema e definição dos requisitos de aplicações de IA (item 21)","<p>Por requisito/funcionalidade</p>","<p>Relat&oacute;rio de requisitos; Relat&oacute;rio de atividades&nbsp;</p>","<p>Planejamento, defini&ccedil;&atilde;o e an&aacute;lise dos requisitos de sistema e do usu&aacute;rio para o estabelecimento deas regras a serem tratadas pela IA&nbsp;</p>",True,4
164,"Implementação de Machine Learning Operations (ML OPS) (item 22)","<p>Por funcionalidade</p>","<p>Pipelines de CI/CD para modelos de machine learning; versionamento e controle de modelos em produ&ccedil;&atilde;o; Uso de Kubernetes, Docker e Rancher (e outros equivalentes)&nbsp;</p>","<p>Cria&ccedil;&atilde;o de Pipelines de CI/CD para modelos de machine learning com versionamento e controle de modelos em produ&ccedil;&atilde;o</p>",True,4
105,"[Análise e Projeto] Concepção da Solução de TI (Item 1)","<p>Por Projeto/M&oacute;dulo de Solu&ccedil;&atilde;o de TI.</p>","<p>1. Documento de Vis&atilde;o do projeto/m&oacute;dulo de Solu&ccedil;&atilde;o de TI;&nbsp;<br />2. Vis&atilde;o do Produto, Product Canvas ou Lean Canvas (para projetos/iniciativas &aacute;geis);&nbsp;<br />3. Atas de Reuni&otilde;es (se aplic&aacute;vel).</p>","<p>1. Entendimento do problema e contexto;<br />2. Realiza&ccedil;&atilde;o de workshops para a constru&ccedil;&atilde;o da Proposta (Vis&atilde;o) da Solu&ccedil;&atilde;o Tecnol&oacute;gica para o problema identificado;<br />3. Documenta&ccedil;&atilde;o da proposta de solu&ccedil;&atilde;o de TI;<br />4. Valida&ccedil;&atilde;o da proposta de solu&ccedil;&atilde;o com &aacute;reas de neg&oacute;cio e t&eacute;cnicos;<br />5. Versionamento e publica&ccedil;&atilde;o da documenta&ccedil;&atilde;o no reposit&oacute;rio documental.<br /><br />Aten&ccedil;&atilde;o.: As reuni&otilde;es de entendimento do problema, valida&ccedil;&atilde;o da proposta de solu&ccedil;&atilde;o ou quaisquer outras reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades descritas acima est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
132,"[Análise e Projeto] Planejamento do Projeto da Solução de TI (Item 2b)","<p>Com Dura&ccedil;&atilde;o at&eacute; 6 meses</p>","<p>1. Cronograma geral da iniciativa ou roadmap t&eacute;cnico, com depend&ecirc;ncias, planejamento, marcos e dura&ccedil;&atilde;o estimada das entregas;<br />2. Backlog estruturado por &eacute;picos, hist&oacute;rias e crit&eacute;rios de aceite, com prioriza&ccedil;&atilde;o validada (quando &aacute;gil);<br />3. Mapa de riscos da iniciativa, com plano de resposta e respons&aacute;veis por a&ccedil;&otilde;es preventivas e corretivas; (*)&nbsp;<br />4. Plano de comunica&ccedil;&atilde;o da iniciativa, com canais, frequ&ecirc;ncia, interlocutores e artefatos de reporte; (*)&nbsp;<br />5. Matriz de stakeholders, com identifica&ccedil;&atilde;o de pap&eacute;is, interesses e grau de influ&ecirc;ncia;&nbsp;<br />6. Plano de Trabalho da equipe, com divis&atilde;o de responsabilidades, cad&ecirc;ncia de entregas e rotinas previstas; (*)&nbsp;<br />7. Registro inicial de impedimentos t&eacute;cnicos ou operacionais, com plano de desbloqueio; (*)&nbsp;<br />8. Ata da reuni&atilde;o de kick-off com descri&ccedil;&atilde;o do escopo validado e decis&otilde;es iniciais formalizadas.&nbsp;</p>
<p>(*) Entreg&aacute;veis opcionais, de acordo com a necessidade e mediante solicita&ccedil;&atilde;o da equipe tecnica da contratante.</p>","<p>1. Conduzir reuni&otilde;es de kick-off, defini&ccedil;&atilde;o e alinhamento de escopo com equipe t&eacute;cnica e representantes de neg&oacute;cio, promovendo entendimento conjunto da miss&atilde;o da iniciativa, com base no Termo de Abertura do Projeto (TAP), abrangendo escopo, objetivos e premissas do projeto;<br />2. Elaborar cronogramas ou roadmaps t&eacute;cnicos, com defini&ccedil;&atilde;o de dura&ccedil;&atilde;o, depend&ecirc;ncias e estimativas de esfor&ccedil;o por etapa ou entrega, estabelecendo metas e marcos iniciais do plano do projeto;<br />3. Construir e priorizar o backlog de produto ou solu&ccedil;&atilde;o, com apoio do Product Owner, utilizando crit&eacute;rios de valor ao neg&oacute;cio, esfor&ccedil;o t&eacute;cnico e depend&ecirc;ncias entre entregas planejadas;<br />4. Definir os ciclos de entrega (sprints, releases, marcos), considerando capacidade da equipe e prioridades estrat&eacute;gicas definidas no plano do projeto;<br />5. Identificar e registrar riscos t&eacute;cnicos, operacionais e organizacionais iniciais, propondo a&ccedil;&otilde;es mitigadoras e validando com as partes interessadas;<br />6. Documentar e implementar um plano de comunica&ccedil;&atilde;o estruturado, que contemple canais, frequ&ecirc;ncia de intera&ccedil;&atilde;o, respons&aacute;veis e formatos de entrega;<br />7. Articular com os stakeholders o mapeamento de pap&eacute;is, contribui&ccedil;&otilde;es esperadas, necessidades identificadas e pontos de aten&ccedil;&atilde;o, formalizando a matriz de partes interessadas;<br />8. Levantar e designar a equipe necess&aacute;ria para o projeto, definindo responsabilidades, pap&eacute;is e &aacute;reas de atua&ccedil;&atilde;o de cada integrante, conforme plano de trabalho aprovado;<br />9. Gerar os artefatos de planejamento necess&aacute;rios ao bom andamento da iniciativa, como o TAP, plano do projeto, matriz de stakeholders e cronograma, mantendo todos os registros organizados e audit&aacute;veis;<br />10. Garantir que todos os integrantes da equipe e stakeholders compreendam claramente o escopo, os objetivos, os crit&eacute;rios de sucesso e os pap&eacute;is envolvidos na iniciativa, assegurando o alinhamento e o comprometimento com o plano definido.</p>
<p>Aten&ccedil;&atilde;o: As reuni&otilde;es de kick-off, defini&ccedil;&atilde;o e alinhamento de escopo, reuni&otilde;es de prioriza&ccedil;&atilde;o com o Product Owner ou quaisquer outras necess&aacute;rias &agrave; execu&ccedil;&atilde;o das atividades descritas acima est&atilde;o inclu&iacute;das nos esfor&ccedil;os estimados para este servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
